Nome,Preço,URL
"Show de Studebaker é na Misterbaixo, a partir de 2600.",R$ 2.600,https://www.facebook.com/marketplace/item/237610601988489/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Giannini Anos 2000 - Jazz Bass - TROCO POR AMP DE GUITARRA VALVULADO,R$ 950,https://www.facebook.com/marketplace/item/1264483857475095/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo sx vintage series,R$ 1.250,https://www.facebook.com/marketplace/item/875914166836994/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo Baixo SX Vintage Series!!,R$ 1.900,https://www.facebook.com/marketplace/item/542125724691183/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Alex Navarro 6 Cordas - Captação NBS - Braço Inteiriço,R$ 2.890,https://www.facebook.com/marketplace/item/654331179389850/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Hofner B Bass Hi Series,R$ 2.800,https://www.facebook.com/marketplace/item/762385438638792/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo,R$ 700,https://www.facebook.com/marketplace/item/873162033986143/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo ou troco contrabaixo jaz bass,R$ 700,https://www.facebook.com/marketplace/item/694721709067945/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendece,$ 1.800,https://www.facebook.com/marketplace/item/6422322177778002/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 4c Deluxe Active P. Bass Special Fender Mexico,R$ 6.500,https://www.facebook.com/marketplace/item/719130559907186/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 4 cordas SX sjb 75 jazz bass passivo,R$ 1.200,https://www.facebook.com/marketplace/item/776615120324369/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo 4 Cordas/ Marca Austin,R$ 380,https://www.facebook.com/marketplace/item/530029922635039/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Jazz Bass Singnature Reggie Hamilton,R$ 7.990,https://www.facebook.com/marketplace/item/704964771426822/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz Bass Tagíma TW73 5 cordas na promo,R$ 1.980,https://www.facebook.com/marketplace/item/953823562313550/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Bass Hartke hd500,R$ 5.500,https://www.facebook.com/marketplace/item/140710742101143/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo wasborn Lyon,$ 1.200,https://www.facebook.com/marketplace/item/827960121679650/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Baixo, Guitarra, caixas",R$ 400,https://www.facebook.com/marketplace/item/1024996161809081/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Guitarra Eagle EGT 61 (Não Acompanha Ponte e Captadores).,R$ 500,https://www.facebook.com/marketplace/item/202490362528237/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Cort Action 4 Cordas Passivo,R$ 600,https://www.facebook.com/marketplace/item/1265316117749259/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo sterling ray da music man com circuito tbtech,R$ 3.500,https://www.facebook.com/marketplace/item/767065418172697/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo Ária Pro,R$ 6.000,https://www.facebook.com/marketplace/item/825038285249865/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Contrabaixo Precision (P Bass) Squier California Series,R$ 2.200,https://www.facebook.com/marketplace/item/847493099852658/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Memphis By Tagima,R$ 800,https://www.facebook.com/marketplace/item/597245462320015/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Tobias Growler U.S.A 2006,$ 7.000,https://www.facebook.com/marketplace/item/838357983901498/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Squier Jazz Bass Vintage Modified,R$ 3.200,https://www.facebook.com/marketplace/item/929679765108713/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Ledur PowerBass,R$ 3.200,https://www.facebook.com/marketplace/item/720762276033900/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
SEM TROCAS Vendo Baixo Fender Jazz Bass Avri ‘62 Ano 2011,R$ 16.000,https://www.facebook.com/marketplace/item/541875558057861/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 4 Cordas,R$ 450,https://www.facebook.com/marketplace/item/901602624378381/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Squier Classic vibe Pbass 51’s Lake placid blue,R$ 3.700,https://www.facebook.com/marketplace/item/1075124790555707/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima,R$ 1.100,https://www.facebook.com/marketplace/item/232197859276646/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima TW65,R$ 1.500,https://www.facebook.com/marketplace/item/1864082250630336/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
BAIXO 5 CORDAS TAGIMA TW-73 NOVO,R$ 1.599,https://www.facebook.com/marketplace/item/511518074283605/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Braço de contrabaixo Tagima,R$ 400,https://www.facebook.com/marketplace/item/477531831087282/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Gianini Modificado,R$ 800,https://www.facebook.com/marketplace/item/981445256150623/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tagima Handmade 5 Cordas Antigo (Relíquia!!),R$ 2.500,https://www.facebook.com/marketplace/item/589488159727115/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo ESP LTD Vintage-204 (Raro) Captação Dimarzio - Relic original de fábrica,R$ 5.990,https://www.facebook.com/marketplace/item/1121124275265617/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Tagima Tw65 Semi Novo,R$ 1.200,https://www.facebook.com/marketplace/item/6038973896189859/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
FENDER JAZZ BASS AMERICAN SPECIAL,R$ 8.300,https://www.facebook.com/marketplace/item/3379363885723671/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Studebacker,R$ 4.000,https://www.facebook.com/marketplace/item/933327641202780/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Ken Smith BSRB Ano 2000 Aceito Troca por Bass de Menor Valor + Volta Em $ ( troca considerar 15.000),R$ 14.500,https://www.facebook.com/marketplace/item/935924477397770/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Warwick Corvette 5 Rockbass EMG,R$ 4.500,https://www.facebook.com/marketplace/item/450502087259761/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo Peavey blindado,R$ 1.600,https://www.facebook.com/marketplace/item/1296111764452811/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo Groovin ativo,R$ 700,https://www.facebook.com/marketplace/item/1307525506649226/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
WARWICK 5 Cordas COM CAPA R$3.350 SEM CAPA R$3.200,Gratuito,https://www.facebook.com/marketplace/item/151084304253046/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Musicman Sterling SUB 4 Cordas Olympic White,R$ 3.890,https://www.facebook.com/marketplace/item/179051868284879/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cubo Hartke A100,R$ 3.000,https://www.facebook.com/marketplace/item/886737949037053/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Fender Southern Cross,R$ 2.800,https://www.facebook.com/marketplace/item/737907054225855/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Giannini FIBER 1985 4 cordas,R$ 1.699,https://www.facebook.com/marketplace/item/881573993003906/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Peça única do Seize! Baixo 5 cordas,R$ 3.000,https://www.facebook.com/marketplace/item/3355526184762141/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Baixo Mark Bass 600w,R$ 10.890,https://www.facebook.com/marketplace/item/914502179761686/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixolão Dean Exotic com case,R$ 1.650,https://www.facebook.com/marketplace/item/2187095954831077/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Fender Noiseless Jazz Bass V2 Original,R$ 1.000,https://www.facebook.com/marketplace/item/705829314180111/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
BAIXOS LUTHIER MODELO MAYONES E FODERA,R$ 1,https://www.facebook.com/marketplace/item/564467668859676/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Yamaha BB415.,R$ 3.500,https://www.facebook.com/marketplace/item/836641467631541/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo 4 Cordas,R$ 550,https://www.facebook.com/marketplace/item/608999647737086/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Yamaha RBX375 5 cordas,R$ 2.300,https://www.facebook.com/marketplace/item/1243076829643347/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Meteoro Mb15 para baixo,R$ 300,https://www.facebook.com/marketplace/item/203713022306640/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo,R$ 3.700,https://www.facebook.com/marketplace/item/2266738010200393/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Precision NOLAN,R$ 1.000,https://www.facebook.com/marketplace/item/910476306968098/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo yamaha rbx374,R$ 1.300,https://www.facebook.com/marketplace/item/685153036735755/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Tgima Novíssimo,R$ 2.880,https://www.facebook.com/marketplace/item/221739433596253/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo 05 cordas Memphis,R$ 700,https://www.facebook.com/marketplace/item/836982640869586/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Harley Benton Pj-5 Sbk Black (Seymour Duncan + Fender V5 + Circuito Roslen),R$ 5.500,https://www.facebook.com/marketplace/item/748694306979696/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Cort A5 Bartolini,R$ 3.999,https://www.facebook.com/marketplace/item/176241541914429/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Ibanez Sdgr 5C,R$ 2.199,https://www.facebook.com/marketplace/item/970553074319907/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Music Man StingRay 4 H 2005 - Natural Gloss - Ernie Ball,R$ 11.500,https://www.facebook.com/marketplace/item/709288204281579/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 5 Cordas SMartyn fanned,R$ 7.000,https://www.facebook.com/marketplace/item/219013727291098/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
"Baixos canhotos, Vários, Misterbaixo.",R$ 780,https://www.facebook.com/marketplace/item/193284566748182/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Ampeg BA108 Baixo Usado,R$ 1.799,https://www.facebook.com/marketplace/item/904520940820507/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Studebaker Jaguar Short Scale,R$ 2.990,https://www.facebook.com/marketplace/item/1095933961041057/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Greco jb380 anos 70,R$ 8.000,https://www.facebook.com/marketplace/item/9240056912700870/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Cabeçote Borne Nano pro 150,R$ 1.090,https://www.facebook.com/marketplace/item/757422975764062/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal Darkglass Distortion Overdrive Bass,R$ 1.490,https://www.facebook.com/marketplace/item/594673332562106/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Laney LC 15 - Valvulado - Celestion - Reverb,R$ 2.190,https://www.facebook.com/marketplace/item/446107147700050/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo fender precision USA 77 (trocas),R$ 19.000,https://www.facebook.com/marketplace/item/775707840369388/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 5 cordas giannini gib 445,R$ 2.900,https://www.facebook.com/marketplace/item/874182433784270/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Ibanez Sdgr Sr600 Gotoh 4 Cordas Japão (Usado) Não Entrego - Não Envio,R$ 2.500,https://www.facebook.com/marketplace/item/8766421270096028/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Caixa 1x12 Bugera de 250 Watts.,R$ 750,https://www.facebook.com/marketplace/item/1222016218667058/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixolão strinberg 4 Cordas sb240c Com Bag,R$ 850,https://www.facebook.com/marketplace/item/908609553901255/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Warwick Corvette Pro Line 5 cordas (Alemao),R$ 6.900,https://www.facebook.com/marketplace/item/527228636065053/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
CONTRA BAIXO WARWICK 6 CORDAS,R$ 11.500,https://www.facebook.com/marketplace/item/715284310323622/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador Peavey TNT 115s,R$ 1.700,https://www.facebook.com/marketplace/item/142712802024072/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Pedal duplo PEASE,R$ 300,https://www.facebook.com/marketplace/item/582401587168444/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Music Man HH 5,R$ 14.000,https://www.facebook.com/marketplace/item/1639124926519557/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Combo Hartke HD 150 para contrabaixo,R$ 4.400,https://www.facebook.com/marketplace/item/495763772529789/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Amplificador de Guitarra Peavey,R$ 900,https://www.facebook.com/marketplace/item/754904029291197/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo ou troco Amplificador Meteoro Rx 100 Super Bass,R$ 1.000,https://www.facebook.com/marketplace/item/1174637446500985/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Tagima Jmj Jazz Bass Dourado 4c,R$ 1.500,https://www.facebook.com/marketplace/item/6084873164938910/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Jazz Bass Tagima tjb 5 Com Upgrade,R$ 1.800,https://www.facebook.com/marketplace/item/203973705551998/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Jazz Bass Tagima 73,R$ 1.000,https://www.facebook.com/marketplace/item/777678717033408/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Sx Spb57 Precision Bass,R$ 1.690,https://www.facebook.com/marketplace/item/533992852137666/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Tagima TjB-5 Jazz Bass C/Caps Cabrera,R$ 2.000,https://www.facebook.com/marketplace/item/505945701517447/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo jazz bass,R$ 700,https://www.facebook.com/marketplace/item/5321302927992718/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo Caixa Pro Bass 800 Wats,R$ 600,https://www.facebook.com/marketplace/item/134495162905747/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Squier Affinity Precision Jazz Bass Racing Red - SÓ VENDA,R$ 2.350,https://www.facebook.com/marketplace/item/510615527397985/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Bass Collection 5 cordas Japonês - RARIDADE,R$ 2.500,https://www.facebook.com/marketplace/item/913108760040659/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Bass ladessa flat,R$ 4.000,https://www.facebook.com/marketplace/item/508036094816865/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
TROCO - Fender Jazz Bass Deluxe México,R$ 6.500,https://www.facebook.com/marketplace/item/1292977997951284/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Vendo baixo Phx,R$ 700,https://www.facebook.com/marketplace/item/1479799702500950/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo peavey Fury ( made in usa ),R$ 2.200,https://www.facebook.com/marketplace/item/1157879341518009/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo E Cubo,R$ 800,https://www.facebook.com/marketplace/item/889330462138620/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contrabaixo Cort GB75 Jazz Bass 5 Cordas Ativo,R$ 2.999,https://www.facebook.com/marketplace/item/706844871181187/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Jazz Bazz,R$ 800,https://www.facebook.com/marketplace/item/6157161491037865/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo Phx Jass Bass 5 Cordas Em Bom Estado De Conservação Funcionando Perfeitamente,R$ 700,https://www.facebook.com/marketplace/item/2651406328335176/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo SX SJB 75 Ash,R$ 2.299,https://www.facebook.com/marketplace/item/907057937164352/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra baixo Jazz Bass Strinberg jbs40 sb - 4 cordas,$ 800,https://www.facebook.com/marketplace/item/504707388309506/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Bass,R$ 850,https://www.facebook.com/marketplace/item/2110732019317892/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Tobias Growler U.S.A 2006,$ 7.000,https://www.facebook.com/marketplace/item/1239173526668348/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo 4 cordas,R$ 600,https://www.facebook.com/marketplace/item/922941008944116/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Contra Baixo Ibanez SR 605 (Nash),Gratuito,https://www.facebook.com/marketplace/item/240209865147200/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
Baixo SX vtg series,R$ 1.900,https://www.facebook.com/marketplace/item/2611712222303742/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
CONTRABAIXO GIANNINI 4 CORDAS,R$ 600,https://www.facebook.com/marketplace/item/899698381054626/?ref=search&referral_code=null&referral_story_type=post&tracking=browse_serp%3A605e8f9f-e5d8-4a38-abc3-87293263b3e3&__tn__=!%3AD
